0.0042118,0.0073955,0.031618,0.3019,0.34037,0.29328,0.23344,0.034865,0.16177,0.090764,0.16525,0.018434,0.076092,0.13246,0.060886,0.15296,0.1031,0.010679,0.14733,0.21147,0.029302,0.13319,0.0096539,0.08555,0.033668,0.079333,0.085658,0.05453,0.0086268,0.052305,0.035943,0.031492,0.017273,0.038878,0.0087587,0.078757,0.053344,0.030903,0.03987,0.060558,0.063673,0.088355,0.024948,0.077353,0.11007,0.038045,0.052467,0.0012129,0.10828,0.13082,0.12148,0.0090751,0.028413,0.067665,0.020954,0.05683,0.015242,0.021527,0.090314,0.035616,0.085313,0.059513,0.03337,0.069615,0.063169,0.04325,0.065533,0.051939,0.020443,0.06683,0.0019811,0.03972,0.034046,9.3353e-05,0.025086,0.031811,0.11135,0.050721,0.078779,0.050576,0.037453,0.033533,0.01057,0.071054,0.016872,0.011084,0.05103,0.027207,0.047013,0.019967,0.05553,0.034297,0.029126,0.00074894,0.070344,0.052826,0.041459,0.10434,0.061705,0.04874,0.044346,0.064075,0.18637,0.078961,0.078067,0.053656,0.017816,0.012836,0.019149,0.060942,0.11389,0.17903,0.053101,0.0070785,0.03044,0.16603,0.080414,0.046681,0.10289,0.051887,0.049081,0.046906,0.010358,0.036907,0.012286,0.02518,0.0014087,0.021193,0.035161,0.016855,0.054445,0.015703,0.033891,0.0054553,0.02184,0.013893,0.0019254,0.093458,0.011716,0.015368,0.0029824,0.005079,0.021066,0.016641,0.012554,3.5258e-05,0.011328,0.029259,0.023971,0.013632,0.0097913,0.01369,0.012793,0.0030767,0.011568,0.0042215,0.011549,0.0043059,0.047081,0.018452,0.010252,0.0059453,0.0033708,0.02324,0.00012986,0.0063108
0.0019385,0.035961,0.038499,0.014912,0.02086,0.019725,0.023336,0.0015206,0.0021874,0.012475,0.031951,0.027951,0.019251,0.016143,0.06878,0.029389,0.0054169,0.016891,0.04443,0.049322,0.027686,0.027596,0.017109,0.047199,0.015986,0.032916,0.0081875,0.0016652,0.017633,0.066427,0.040512,0.035407,0.011184,0.040606,0.031197,0.057304,0.0017413,0.072793,0.023428,0.033358,0.0081133,0.021968,0.011734,0.06743,0.020327,0.0024725,0.081362,0.042649,0.03014,0.034324,0.17732,0.062936,0.00082678,0.037049,0.043237,0.089774,0.026993,0.12017,0.010791,0.014251,0.11324,0.11785,0.11445,0.077252,0.00055841,0.11303,0.028876,0.081261,0.084471,0.066201,0.017394,0.06622,0.051019,0.050175,0.025927,0.17159,0.1743,0.067588,0.13715,0.15418,0.1397,0.079221,0.10549,0.093629,0.13539,0.0051597,0.16652,0.10391,0.084443,0.072753,0.23147,0.13402,0.035691,0.037424,0.011518,0.19837,0.04431,0.035599,0.010776,0.27945,0.14575,0.097463,0.11217,0.14008,0.10753,0.018727,0.010864,0.05156,0.046321,0.056844,0.027055,0.010179,0.0027389,0.019497,0.037213,0.011547,0.043585,0.038175,0.025252,0.0038576,0.14725,0.013297,0.066843,0.054219,0.049037,0.11986,0.061644,0.033557,0.074968,0.022157,0.0061194,0.11351,0.088614,0.015979,0.049095,0.11155,0.011913,0.019607,0.041778,2.894e-06,0.029447,0.071781,0.12035,0.026253,0.098505,0.072891,0.082246,0.060481,0.016628,0.033016,0.098969,0.14745,0.0079677,0.016643,0.15115,0.030579,0.082101,0.0050665,0.055597,0.03128,0.16389,7.7558e-06,0.068882,0.1945,0.025722,0.060004
0.015861,0.065926,0.072784,0.27571,0.21685,0.12799,0.23556,0.018593,0.022542,0.015426,0.052618,0.092281,0.11714,0.042636,0.22758,0.15338,0.026367,0.026152,0.23326,0.19582,0.014486,0.055263,0.06104,0.14684,0.062248,0.020317,0.012123,0.029832,0.072114,0.11188,0.03571,0.09017,0.0083263,0.058479,0.10966,0.081591,0.061785,0.0031383,0.056971,0.093533,0.0067906,0.015301,0.10222,0.13975,0.03498,0.0083994,0.10099,0.05981,0.040137,0.047425,0.12176,0.028631,0.1252,0.020224,0.065751,0.12267,0.084632,0.05591,0.10276,0.056176,0.0059344,0.080126,0.014765,0.041757,0.054788,0.0077021,0.033478,0.0078902,0.091839,0.0036771,0.015008,0.042667,0.00059932,0.014753,0.1035,0.012248,0.010268,0.015515,0.076217,0.011787,0.086096,0.0028966,0.1092,0.065783,0.011135,0.13693,0.037364,0.078633,0.013398,0.011394,0.12666,0.065737,0.042969,0.089,0.021573,0.058694,0.057748,0.029417,0.076674,0.036844,0.032826,0.12772,0.030501,0.078262,0.11172,0.055496,0.06602,0.00049772,0.099652,0.026958,0.0010699,0.11601,0.086261,0.0092619,0.069212,0.14184,0.027915,0.072742,0.016613,0.03861,0.060739,0.0076765,0.017605,0.060901,0.017992,0.033415,0.041303,0.032137,0.025041,0.01453,0.00095849,0.098816,0.039124,0.039591,0.084047,0.06468,0.0033675,0.0017757,0.074681,0.016572,0.015111,0.04182,0.031018,0.021995,0.018102,0.13573,0.013204,0.0040643,0.034472,0.011348,0.011966,0.088246,0.015863,0.086952,0.018762,0.023266,0.044774,0.0042255,0.059185,0.018825,0.12306,0.072832,0.018559,0.12288,0.0042393,0.066871
0.00027538,0.016719,0.0052992,0.01154,0.019525,0.018163,0.018248,0.012353,0.0024874,0.010378,0.040849,0.0058282,0.031719,0.0087647,0.012091,0.0071065,0.041122,0.035636,0.037672,0.055688,0.018768,0.026395,0.04757,0.050293,0.049974,0.040268,0.10081,0.029605,0.1149,0.036659,0.013018,0.0080101,0.025934,0.016993,0.089639,0.046102,0.021963,0.083936,0.22866,0.041396,0.015465,0.082246,0.010039,0.031991,0.008915,0.10044,0.068664,0.050947,0.05336,0.029505,0.035743,0.090142,0.097499,0.014309,0.083736,0.036164,0.014702,0.099518,0.030723,0.12419,0.037077,0.0081521,0.1295,0.0058434,0.13745,0.095812,0.098257,0.022581,0.008473,0.0037435,0.12736,0.11519,0.041543,0.089141,0.19767,0.067862,0.084538,0.31317,0.076007,0.16474,0.26617,0.027082,0.0073677,0.10573,0.16606,0.079261,0.18278,0.030654,0.023828,0.01483,0.1611,0.050589,0.1014,0.076738,0.089028,0.07817,0.056021,0.15489,0.010799,0.1434,0.02882,0.017473,0.099799,0.024972,0.11006,0.064915,0.10716,0.044077,0.01784,0.041909,0.085797,0.031072,0.095095,0.034283,0.0003472,0.048774,0.0016786,0.0023971,0.017657,0.050343,0.030196,0.01118,0.037622,0.012278,0.018961,0.014053,0.0036386,0.10838,0.023567,0.11026,0.03969,0.033983,0.024982,0.034009,0.040959,0.0003521,0.082961,0.0065139,0.018274,0.0049799,0.0066545,0.047342,0.0065993,0.12246,0.054551,0.02403,0.022936,0.045099,0.0059958,0.074916,0.099985,0.004511,0.0033249,0.025966,0.0009985,0.023908,0.04653,0.28027,0.012975,0.0057976,0.11466,0.10222,0.019598,0.031148,0.0064063,0.07441
0.0025488,0.0095888,0.011333,0.034172,0.0048727,0.0088846,0.019619,0.011093,0.0039086,0.0049429,0.015191,0.017983,0.016243,0.012694,0.01576,0.0063608,0.017265,0.036738,0.012997,0.052919,0.0070112,0.030087,0.0072924,0.017252,0.017843,0.048711,0.036965,0.0062735,0.010116,0.052633,0.0041809,0.0093222,0.0021362,0.0116,0.018003,0.04838,0.011292,0.049807,0.014942,0.027235,0.038418,0.024875,0.048708,0.10368,0.021091,0.010407,0.025166,0.038385,0.068756,0.0076806,0.020864,0.010838,0.023725,0.013081,0.1208,0.029039,0.0045091,0.054782,0.0019453,0.10289,0.031071,0.040572,0.082477,0.12688,0.0066824,0.017386,0.09693,0.089768,0.032133,0.074226,0.080318,0.036327,0.051033,0.060065,0.0080256,0.025249,0.045353,0.030234,0.023616,0.014323,0.057716,0.086096,0.056855,0.073774,0.067624,0.012479,0.078732,0.066988,0.13635,0.044797,0.0057662,0.0092111,0.10143,0.037542,0.0030977,0.2362,0.11242,0.10942,0.086478,0.15886,0.066011,0.064474,0.036486,0.017588,0.13148,0.04971,0.27853,0.059654,0.070426,0.27126,0.24972,0.27589,0.12217,0.015193,0.010781,0.16731,0.24365,0.25455,0.11744,0.22704,0.17258,0.015012,0.17385,0.076965,0.042237,0.042175,0.12985,0.0070976,0.011011,0.072575,0.041305,0.027405,0.0024102,0.020492,0.021297,0.026749,0.044299,0.071353,0.0027817,0.027783,0.0095008,0.065615,0.00015675,0.0074973,0.020959,0.029697,0.0095846,0.0096294,0.022719,0.024434,0.003447,0.026847,0.022417,0.0043618,0.015075,0.0092248,0.008275,0.00019288,0.041743,0.014715,0.013986,0.0082612,0.0022562,0.0023589,0.0009165,2.6743e-05
0.0018767,0.0036051,0.0098065,0.0098967,0.001655,0.0079709,0.0016998,0.019878,0.0094245,0.01648,0.04296,0.0097224,0.028687,0.0054784,0.016931,0.026656,0.023663,0.045883,0.021297,0.014563,0.02635,0.016783,0.020107,0.0003851,0.0427,0.024859,0.040949,0.038769,0.045047,0.0066788,0.0084784,0.07799,0.01934,0.0015047,0.025738,0.033093,0.050119,0.0078565,0.044453,0.029295,0.093999,0.044845,0.047084,0.032332,0.024337,0.171,0.051596,0.12326,0.004039,0.11384,0.020182,0.051743,0.087713,0.045731,0.057554,0.13301,0.063567,0.076907,0.011897,0.0011982,0.019469,0.1725,0.1088,0.031872,0.1601,0.14324,0.079596,0.084051,0.099471,0.020442,0.012928,0.15158,0.01728,0.040799,0.043598,0.011022,0.019917,0.080537,0.069581,0.023225,0.090158,0.10094,0.10776,0.019375,0.062343,0.028814,0.060854,0.10569,0.16516,0.0024044,0.061276,0.17353,0.13139,0.18621,0.03341,0.00083896,0.069999,0.14964,0.12716,0.012548,0.095515,0.052893,0.0094148,0.096517,0.0087403,0.052113,0.059675,0.095577,0.064182,0.077826,0.082457,0.033374,0.18059,0.026644,0.069936,0.063909,0.088624,0.0064523,0.050484,0.22801,0.086765,0.098543,0.017835,0.029985,0.042785,0.041894,0.05993,0.10004,0.029605,0.04613,0.020449,0.052881,0.087268,0.010733,0.18546,0.044133,0.13424,0.060021,0.0081124,0.096831,0.011155,0.061221,0.043102,0.1166,0.076135,0.072795,0.067303,0.047717,0.0088332,0.14507,0.11412,0.0096119,0.083591,0.055759,0.045185,0.022262,0.081802,0.049335,0.11513,0.04765,0.17104,0.16476,0.20297,0.058004,0.0037394,0.063293
0.3414,0.018694,0.369,0.045333,0.093996,0.05753,0.048916,0.25795,0.12245,0.13497,0.079975,0.10323,0.022072,0.10304,0.068236,0.07413,0.1476,0.057696,0.062475,0.03965,0.018118,0.033954,0.049682,0.037986,0.10003,0.086379,0.031713,0.17971,0.054883,0.11095,0.22119,0.14055,0.070955,0.092838,0.012556,0.070321,0.021316,0.055074,0.0066256,0.011549,0.0071763,0.12591,0.054562,0.051557,0.05192,0.13794,0.0013978,0.017626,0.0089313,0.018672,0.034878,0.034632,0.060125,0.00072323,0.032329,0.15576,0.067478,0.07233,0.016225,0.095259,0.055572,0.040528,0.033578,0.15311,0.0033304,0.059782,0.024384,0.023838,0.068119,0.094,0.073994,0.037185,0.01124,0.0043041,0.01155,0.085102,0.014553,0.015284,0.038652,0.048032,0.012335,0.058816,0.011648,0.097501,0.049264,0.020818,0.026887,0.020261,0.026265,0.010714,0.029297,0.058553,0.037867,0.0028068,0.00080719,0.013244,0.014343,0.054296,0.0032076,0.0027667,0.063293,0.11131,0.029105,0.013992,0.030133,0.018347,0.03311,0.068758,0.02964,0.05992,0.019567,0.0047955,0.017814,0.10471,0.080859,0.020922,0.01123,0.083327,0.025809,0.024507,0.027549,0.0021306,0.04948,0.022136,0.044016,0.039251,0.040411,0.0076332,0.014731,0.011825,0.068575,0.0076893,0.022838,0.0043498,0.067007,0.013581,0.028754,0.0072739,0.090724,0.046374,0.037677,0.094143,0.019438,0.049265,0.13765,0.087663,0.0046601,0.014574,0.0066091,0.14584,0.035555,0.030265,0.033415,0.047834,0.1416,0.017219,0.013817,0.013289,0.016482,0.044595,0.038824,0.0071628,0.094735,0.045003,0.042581,0.14394
0.0024787,0.0079466,0.0048774,0.01353,0.00068145,0.014916,0.0073438,0.015591,0.02058,0.0040295,0.01473,0.011625,0.02586,0.0040444,0.00073235,0.021032,0.002743,0.0070601,0.010157,0.013593,0.027188,0.020957,0.013057,0.039652,0.010825,0.039969,0.024056,0.038622,0.00051728,0.0041046,0.005391,0.023949,0.0081125,0.023801,0.02196,0.0013963,0.068092,0.00736,0.009179,0.010694,0.0066475,0.058003,0.04188,0.027814,0.02048,0.028168,0.0034262,0.004593,0.014341,0.00019514,0.05572,0.0025299,0.043094,0.056935,0.060176,0.033783,0.0027552,0.026468,0.062566,0.073282,0.021004,0.0014171,0.10995,0.12508,0.042935,0.05806,0.20983,0.095054,0.072336,0.024434,0.024732,0.16812,0.025121,0.080831,0.02616,0.068722,0.16246,0.17584,0.0017335,0.017655,0.036675,0.00095959,0.059795,0.023873,0.026237,0.058181,0.12642,0.057507,0.076525,0.00078776,0.10734,0.14915,0.026819,0.03445,0.18519,0.040057,0.024033,0.19612,0.016614,0.16118,0.0063734,0.11596,0.0034111,0.025143,0.048798,0.048175,0.043038,0.057617,0.048943,0.089766,0.081362,0.17705,0.18964,0.14476,0.15995,0.073124,0.017321,0.12083,0.10041,0.17644,0.0028567,0.070749,0.073062,0.022639,0.096188,0.042129,0.10536,0.21163,0.0087607,0.14269,0.062251,0.15496,0.10614,0.16993,0.044783,0.015762,0.042869,0.018444,0.13562,0.0054964,0.076639,0.099686,0.089979,0.058137,0.036004,0.051533,0.12661,0.0016161,0.090617,0.089073,0.17224,0.0050123,0.14198,0.063752,0.052563,0.16089,0.11848,0.016099,0.027505,0.014802,0.016862,0.0121,0.012544,0.0055239,0.15138,0.0068116
0.090311,0.049172,0.10488,0.063599,0.027954,0.092735,0.020665,0.12803,0.026318,0.040011,0.074764,0.057677,0.11802,0.029606,0.020978,0.070538,0.080709,0.025529,0.03171,0.03596,0.080417,0.096343,0.1454,0.035607,0.096492,0.0086302,0.056502,0.21572,0.075828,0.054476,0.12855,0.072288,0.20026,0.010263,0.093113,0.017382,0.10919,0.2001,0.20092,0.01379,0.03903,0.051714,0.05085,0.20001,0.010737,0.1036,0.033208,0.10332,0.044649,0.007369,0.015405,0.054086,0.064648,0.059205,0.052608,0.096495,0.18166,0.040211,0.022084,0.055837,0.1871,0.06163,0.0038288,0.12574,0.021592,0.033517,0.062826,0.0058618,0.078583,0.0382,0.06476,0.16688,0.0018399,0.048484,0.068251,0.0489,0.097982,0.019856,0.040505,0.02808,0.005322,0.036978,0.028142,0.0053006,0.063839,0.10021,0.14257,0.024993,0.068666,0.057942,0.0011666,0.036273,0.13295,0.048131,0.058477,0.067298,0.034115,0.048792,0.043246,0.069126,0.097858,0.054704,0.067567,0.073547,0.095244,0.068098,0.0020497,0.048559,0.012809,0.063664,0.059316,0.04196,0.10359,0.066934,0.0049102,0.060582,0.086652,0.072447,0.038884,0.068873,0.05948,0.053285,0.070372,0.039318,0.10229,0.017888,0.037887,0.0074215,0.079212,0.016025,0.16667,0.063264,0.081946,0.015693,0.0090636,0.063332,0.068515,0.020739,0.15921,0.060228,0.027401,0.093121,0.017034,0.0091826,0.085024,0.040829,0.018341,0.078731,0.038141,0.088443,0.079572,0.085169,0.0061148,0.0054699,0.10716,0.09523,0.10001,0.012541,0.014761,0.010772,0.046415,0.0054986,0.0674,0.027904,0.033956,0.12734
0.0095824,0.003969,0.0094459,0.0067595,0.037921,0.0058419,0.023852,0.035929,0.028614,0.044618,0.03828,0.087999,0.073124,0.055942,0.060178,0.0065343,0.18241,0.060616,0.048183,0.057334,0.0083606,0.016432,0.091385,0.018069,0.04734,0.022325,0.15459,0.085961,0.13021,0.01681,0.01776,0.17041,0.09879,0.2673,0.069119,0.002636,0.094391,0.098813,0.0090858,0.011239,0.087855,0.045093,0.17797,0.1207,0.07692,0.039948,0.15806,0.15021,0.043198,0.11119,0.010995,0.087598,0.14196,0.018591,0.14096,0.039888,0.1059,0.00096038,0.041249,0.0080737,0.032398,0.04773,0.011569,0.012115,0.0053642,0.081137,0.09653,0.019898,0.058975,0.098567,0.16822,0.050358,0.16877,0.10632,0.022556,0.033846,0.12216,0.026838,0.10187,0.088347,0.010782,0.035676,0.059959,0.0076937,0.061146,0.031281,0.051118,0.067884,0.084692,0.012956,0.16093,0.046121,0.00073937,0.026933,0.12365,0.15243,0.02752,0.0011685,0.071056,0.02944,0.045212,0.05507,0.14728,0.0068042,0.034811,0.012467,0.097024,0.059341,0.11544,0.060109,0.02424,0.095841,0.11321,0.046724,0.00025273,0.024602,0.076361,0.0068086,0.04835,0.022231,0.066326,0.047831,0.023921,0.039707,0.028838,0.01309,0.0049533,0.021543,0.0085132,0.017354,0.024288,0.094827,0.082175,0.0076936,0.018174,0.044302,0.033532,0.044295,0.12007,0.10047,0.025931,0.035425,0.060348,0.12058,0.087246,0.1241,0.026761,0.017397,0.006599,0.0060561,0.12186,0.22322,0.032058,0.10996,0.044789,0.034083,0.025315,0.017563,0.011431,0.10093,0.057609,0.042948,0.098688,0.035826,0.058473,0.06702
