#	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	r51	r52	r53	r54	r55	r56	r57	r58	r59	r60	r61	r62	r63	r64	r65	r66	r67	r68	r69	r70	r71	r72	r73	r74	r75	r76	r77	r78	r79	r80	r81	r82	r83	r84	r85	r86	r87	r88	r89	r90	r91	r92	r93	r94	r95	r96	r97	r98	r99	r100	r101	r102	r103	r104	r105	r106	r107	r108	r109	r110	r111	r112	r113	r114	r115	r116	r117	r118	r119	r120	r121	r122	r123	r124	r125	r126
G1	0.088112353	0.161797618	0.55450771	0.031088612	0.076177348	0.224737899	0.032580745	0.090835674	0.14875807	0.055766968	0.111853438	0.108277125	0.109154194	0.102186458	0.545266461	0.037592182	0.629200782	0.152849769	0.05638366	0.116784947	0.126655788	0.065918048	0.046178328	0.379513361	0.077995752	0.058434865	1.303210229	0.073958021	0.127316206	0.106891509	0.020442577	0.050423005	0.085334382	0.040918492	0.04870827	0.048759802	0.055387288	0.085870322	0.160439954	0.090009398	0.090407511	0.365953824	0.429482675	0.202944142	0.939862616	0.057697263	0.053993806	0.054322878	0.072496833	0.04318039	0.499720961	0.078690575	0.183399675	0.113640447	0.055472854	0.280893853	0.189083471	0.079520629	0.486332158	0.14102712	0.12097394	0.12050453	0.784067052	0.086123722	0.289263119	0.325911576	0.112364724	0.690964861	1.981592731	0.051259782	0.259288757	0.153344606	0.051123806	0.050948633	0.132140449	0.27379422	0.268897387	0.170847926	0.074303002	0.246053459	0.193206965	0.053582147	0.098729297	0.379710149	0.102308531	0.131611227	2.069747764	0.038052908	0.082847856	0.08542399	0.025436058	0.068834903	0.151367367	0.065055461	0.092638032	0.105543832	0.075120781	0.191067035	1.199339632	0.020908871	0.095427496	0.62359144	0.045881426	0.111709442	1.562289009	0.057760225	0.053963704	0.906989734	0.035736392	0.071531947	0.448400112	0.028348805	0.051863733	0.183851277	0.029771477	0.074793678	0.10011483	0.039467257	0.127390066	0.116091785	0.03500442	0.11621391	0.700257714	0.072634532	0.111362158	0.256953498
G2	0.041697414	0.057364497	0.642912976	0.027107762	0.039070801	0.122596854	0.024174264	0.042273409	0.084805442	0.025801763	0.029411349	0.032004874	0.058189412	0.031674658	0.215351449	0.025792853	0.219017264	0.063485822	0.034608942	0.05229235	0.053750192	0.031003543	0.016244544	0.187678259	0.035678924	0.022032805	0.369311881	0.053153358	0.053823105	0.074049228	0.016762162	0.028191533	0.044065895	0.019844867	0.017059117	0.019755647	0.032875169	0.03043678	0.075396365	0.054645206	0.036399727	0.206886285	0.344737729	0.048806236	0.458329336	0.030871336	0.019477012	0.017856833	0.030620269	0.013829968	0.148111947	0.021118893	0.152151029	0.027778976	0.017124937	0.233187457	0.157573943	0.031532108	0.134239842	0.028384906	0.051591244	0.038055864	0.643612966	0.02310904	0.231051029	0.091488348	0.02668686	0.574927312	0.82964454	0.022174416	0.215930529	0.126986104	0.033906949	0.025084781	0.046810058	0.226380053	0.224654599	0.142359784	0.032411999	0.183557368	0.054509025	0.021768803	0.031972733	0.129973807	0.051000202	0.057953307	0.778888353	0.032382973	0.043590641	0.048387683	0.020823771	0.045206298	0.0958653	0.0354797	0.045317911	0.057298875	0.042745988	0.081701907	0.750596217	0.017516688	0.056708235	0.30500719	0.032487643	0.049596807	0.933264892	0.034712438	0.024475144	0.634454532	0.021052187	0.035776705	0.227317801	0.0247939	0.027225864	0.124396537	0.021141294	0.049702711	0.084865856	0.025454635	0.063478828	0.056239004	0.028430705	0.070546026	0.334397351	0.050743232	0.054236724	0.132694331
G3	0.00048036	0.000677048	0.00757562	0.000314406	0.000301991	0.001437075	0.000280232	0.000493902	0.000981696	0.000285058	0.000283498	0.000371347	0.000685744	0.000368638	0.002536856	0.00030638	0.002590386	0.00074864	0.000402428	0.000622002	0.000637136	0.000363772	0.000188073	0.002208926	0.000412737	0.000252536	0.004357328	0.000491502	0.000620204	0.00088034	0.000184793	0.000321364	0.000404665	0.000217695	0.000183148	0.000223759	0.000363013	0.000352209	0.000893072	0.000628608	0.000423241	0.002449262	0.00393177	0.0004592	0.005439525	0.000348293	0.000224878	0.00020347	0.000349045	0.000158599	0.001757792	0.00024789	0.001805061	0.000320206	0.000196196	0.002633103	0.00186782	0.000365394	0.00157156	0.000324082	0.000466906	0.000409784	0.007625716	0.00026699	0.002729837	0.001090732	0.000301608	0.006795692	0.009844853	0.000221872	0.002535988	0.001495083	0.00040151	0.000288943	0.000540761	0.002593792	0.002663919	0.001663561	0.000299518	0.002154101	0.000645744	0.000259472	0.000365337	0.001544601	0.000506105	0.000614599	0.009144416	0.000355611	0.000454291	0.000565246	0.000245722	0.000535446	0.001086839	0.000406915	0.000537971	0.000683493	0.000506883	0.000769947	0.008740105	0.000200032	0.000651714	0.003535038	0.000363709	0.000573607	0.010925372	0.000346493	0.000285307	0.007483326	0.000243759	0.000382146	0.002677649	0.000283469	0.000314677	0.001462137	0.000247823	0.000585414	0.001004734	0.000288192	0.000727874	0.000665476	0.000331474	0.000837393	0.003958868	0.000597304	0.000645525	0.001576421
G4	-3.7233E-06	5.46636E-06	-7.44387E-07	-2.21472E-07	2.73211E-05	3.1889E-06	-4.15145E-06	-3.87046E-06	-1.29482E-05	-7.51623E-06	-1.65265E-05	-9.13433E-08	-2.31508E-06	-5.42973E-06	-5.1568E-06	7.72554E-07	-1.91846E-05	-4.54464E-06	2.6295E-06	2.92316E-06	-2.10115E-06	-3.37512E-06	2.94805E-06	-2.53608E-07	-2.06178E-06	-1.93489E-06	-2.87442E-06	9.70493E-06	-1.09255E-05	4.21135E-07	-5.08837E-06	5.94161E-06	-2.20569E-05	3.20939E-06	-1.17975E-05	-9.86931E-06	-8.01836E-06	4.58454E-06	1.71314E-06	1.24165E-05	-5.13208E-06	-3.31724E-06	-5.83269E-05	-3.53226E-05	-7.46441E-07	-2.54327E-07	-8.69272E-07	-3.84345E-06	5.22361E-06	-4.54859E-06	-6.3374E-07	-3.11405E-06	-2.03936E-06	-4.89555E-06	-4.47882E-06	9.08269E-05	-5.50836E-06	-4.52107E-06	-1.35469E-05	-4.99973E-06	2.64159E-05	4.18715E-05	-1.46481E-06	-5.6018E-06	-1.25216E-05	-2.34026E-06	-5.19505E-06	-1.32646E-05	-3.12789E-06	-1.01296E-05	-1.33247E-05	-6.14316E-06	-3.30678E-06	9.47895E-06	-1.11357E-06	8.02051E-05	-4.13702E-06	1.55032E-05	-1.93241E-06	3.92271E-06	9.06915E-08	-3.8408E-07	-7.00752E-06	7.35812E-07	-1.58968E-05	4.08068E-05	6.70104E-06	-2.80793E-05	-8.32037E-06	-4.06369E-06	-2.32715E-06	1.10947E-06	-2.45395E-05	2.25053E-06	-1.9725E-06	2.9692E-07	8.37441E-07	1.31748E-05	-2.8304E-06	5.37978E-06	-1.22201E-05	-4.4263E-06	-3.84287E-06	-2.56232E-06	-4.48055E-07	2.08763E-06	-5.01874E-06	-6.93823E-07	1.4371E-07	-1.4877E-05	1.59389E-05	-3.41691E-06	1.33442E-06	4.43582E-07	1.96663E-06	-2.62266E-06	1.60539E-06	3.95754E-06	-5.30925E-06	1.85265E-06	5.85651E-06	2.76507E-06	8.29726E-06	-5.27752E-06	-1.54667E-06	2.2524E-06
G5	0.000421664	0.000205743	0.00648832	0.000216383	0.001101529	0.00093177	0.000236478	0.000459772	0.000832112	0.000401186	0.000694838	0.00025512	0.000374815	0.000316793	0.001999003	0.000107877	0.000970142	0.000380769	0.000224036	0.000181781	0.000266247	0.000199679	9.99866E-05	0.001399482	0.000189898	0.000180934	0.00077114	0.000984042	0.000689339	0.000180184	0.000244989	0.000288182	0.001112774	0.000269973	0.000308585	0.000258561	0.000531602	0.000245473	0.000217686	0.000469134	0.000278356	0.000964806	0.003157444	0.001090605	0.005708138	0.000394769	0.00019642	0.00023956	0.000343286	0.000164076	0.001082621	9.51551E-05	0.001202958	0.00030911	0.00019259	0.002313009	0.001012667	0.000157687	0.00137262	0.000197941	0.00139798	0.00053493	0.005426728	0.000211128	0.001601745	0.000262724	0.000346904	0.003635908	0.010443055	0.000482235	0.001004061	0.001240296	0.000328794	0.000292806	0.000296157	0.002136325	0.001465402	0.001096279	0.00055501	0.001752668	0.000139363	6.00919E-05	0.000315989	0.000499155	0.00103433	0.000910055	0.006748092	0.00031011	0.000667685	0.000339459	0.000116592	0.000404802	0.001298866	0.000383779	0.000178789	0.00024504	0.000226693	0.001520847	0.008519636	0.000262529	0.000571232	0.001888773	0.000445846	0.000417704	0.009952626	0.000477292	0.000131879	0.006528817	0.000223589	0.000610824	0.00117002	0.000266644	0.000266266	0.000374044	0.000168182	0.000268242	0.000307022	0.000321926	0.000672779	0.00021053	0.00030661	0.000332749	0.001515576	0.000433732	0.000277334	0.000708085
G6	2.45838133	2.592065984	12.69132633	0.754288002	1.270034002	2.787218247	0.906992362	3.282792305	1.321323607	1.155191132	1.722946651	2.429480945	2.914247162	2.292426327	16.72681931	0.968242818	4.499248797	2.178093427	0.887821941	2.117838288	2.412447493	2.008986127	1.072076909	3.404415415	2.975329575	2.410515271	5.494308871	1.052821292	3.467675669	2.905871727	0.567508272	1.134522068	1.332567503	0.860757711	1.108877433	2.268231824	1.002521246	1.758949814	2.539191258	1.310593551	1.668983095	5.841819166	2.668299661	3.735777038	129.4645113	1.636813852	2.425982018	4.612987549	1.925090365	2.541584258	26.97600096	1.806554503	1.093308331	3.172377775	0.99630575	1.269611057	0.868314009	1.683108	4.045662885	4.973378285	1.61508859	1.570687547	5.116661919	2.435562364	2.177718208	11.73087405	3.670159508	3.769479508	218.6869635	0.937618076	1.055683	1.053666099	3.044907702	0.852523291	6.568403346	1.50263931	1.371403369	0.65251452	0.899764501	2.219830406	2.115970994	1.304355415	2.256630511	3.999456094	1.847553379	3.028690051	14.53506017	0.969886476	1.805684661	2.37827445	1.007439808	3.278258016	1.198490833	0.884249446	1.691073719	2.504040752	1.776438245	5.026103592	50.97125722	0.582813172	2.372736599	4.285362302	0.819830437	1.572255096	88.75075629	0.849928122	2.015948491	48.72280423	0.93367	2.124372922	4.511253934	0.548916989	1.333180056	1.941271473	1.167345918	0.924266591	1.867860446	0.819313818	1.279223662	4.389353899	0.655561808	1.890005934	4.557797463	6.984650711	1.935397854	2.339807157
G7	6.33216E-07	7.22852E-07	0.000694625	1.86865E-07	4.91819E-05	3.07685E-06	1.97059E-07	1.01383E-06	2.32642E-06	8.01804E-07	8.15719E-06	1.67927E-06	6.51156E-07	3.16514E-07	1.9561E-05	1.30005E-07	9.54482E-06	7.71216E-07	3.25172E-07	5.77646E-07	5.66776E-07	2.19525E-07	1.42227E-07	4.3074E-05	4.89514E-07	2.10434E-07	2.22359E-05	2.33636E-05	1.30745E-06	9.30601E-07	4.12483E-07	3.60329E-07	1.79938E-05	6.71473E-07	7.54145E-07	5.91877E-07	1.58817E-06	3.48611E-07	9.67673E-07	1.08646E-06	3.86365E-07	7.17335E-06	0.000107325	2.4946E-05	0.003936514	6.25682E-07	1.0239E-07	1.78182E-07	5.25266E-07	1.21584E-07	4.30037E-06	1.09931E-07	3.06192E-05	3.48998E-07	1.01748E-07	6.13759E-05	1.45139E-05	3.64121E-07	1.60807E-05	7.51065E-07	4.11425E-05	1.38526E-05	0.000149033	1.819E-07	1.0001E-05	5.29613E-06	5.93794E-07	8.38603E-05	0.007890252	2.90517E-06	1.01684E-05	4.9397E-06	4.90082E-07	4.77299E-07	7.53904E-07	0.000112891	1.24883E-05	7.08984E-06	8.70229E-06	2.49412E-05	4.74313E-07	7.67985E-08	5.20922E-07	2.94632E-06	1.92413E-05	9.30409E-06	0.000550902	5.36521E-06	5.73171E-06	5.66312E-07	9.60845E-08	4.0835E-07	5.33333E-06	4.52426E-07	3.50543E-07	5.81885E-07	3.01828E-07	5.50204E-05	0.001700527	3.01469E-07	1.83962E-06	2.79882E-05	9.08635E-07	7.37242E-07	0.003982307	5.27718E-06	2.10711E-07	0.001003579	2.06489E-07	2.97466E-06	9.0774E-06	3.75068E-07	3.58533E-07	3.11825E-06	1.10352E-07	5.83443E-07	1.33342E-06	4.15363E-07	1.76823E-06	5.9461E-07	3.30685E-07	9.84426E-07	1.5819E-05	4.99326E-07	4.39808E-07	3.05083E-06
G8	47.02107931	93.55793582	52.98842196	13.98275428	56.37399555	51.81717714	17.91674906	18.99721783	35.99166985	47.30799726	142.7302056	132.1767752	37.29717347	109.0734131	73.15292316	21.91662803	129.1406747	66.51084323	29.22725203	55.23924405	65.47523559	46.76621634	82.35808809	95.43791999	49.0208833	70.81140462	366.0756359	29.61988545	55.97728831	24.46867949	14.70990262	34.60229716	38.15897671	47.9923335	77.49682438	56.85424516	29.15037155	88.42973591	57.12899571	32.80905002	64.98190321	55.63214651	60.63583114	166.5372938	305.291846	37.48762574	80.39478842	91.69752403	64.39166199	93.29646917	173.8211899	143.9721355	38.10728236	167.6002783	106.1715639	52.99230182	18.85068716	67.27496294	176.4699762	278.2673246	81.89869064	124.9453929	76.62765264	142.2432587	28.60479278	155.9698666	182.2040881	61.95268118	906.3204833	53.11658759	23.87693308	18.41662798	19.53005892	46.32625994	91.68647266	68.1470125	25.7769582	23.05627168	53.11243822	22.42749972	152.5142433	62.96102367	99.48506738	130.9714531	40.45203804	69.85575897	495.7240292	16.3627299	38.08126837	33.75551435	15.15515755	24.24509127	29.12004503	37.5310939	45.07804643	37.75729141	34.2454461	95.0401925	238.051871	15.64792069	30.18429299	119.1896817	20.94781507	53.84221422	427.7016454	29.39747019	52.19972951	169.6075563	30.66287031	38.98043916	78.93694127	13.31909118	40.77711827	29.16761689	21.85852816	24.63688655	16.91958029	26.23332586	46.86107066	48.76411596	17.29920769	34.08331128	104.6484348	21.85942718	47.870508	52.10385102
G9	1366.43039	2582.922776	466.6826352	417.2172487	1608.31741	1113.744107	539.9277627	663.9653992	899.3102875	1392.038999	4025.849553	3766.248294	1075.580332	3293.179307	640.6695699	664.7106873	2548.23049	1772.750843	861.9059982	1596.227277	1844.082104	1380.113745	2506.014546	1268.872712	1472.570512	2139.304629	3972.08371	784.8586893	1633.891372	664.6018452	445.0779068	1014.925933	1086.415659	1388.064638	2351.082825	1718.235977	840.1339078	2657.76161	1428.192324	925.1167017	1916.271354	1033.87429	959.6187862	4564.722213	6317.517478	1107.377542	2427.645428	2753.299161	1869.97424	2846.949756	3645.022101	4342.907854	915.4459201	5041.969543	3193.960892	1191.841077	327.4518521	2004.036571	3325.280556	7781.237391	2390.637683	3171.878319	1274.561356	4216.604446	495.4124208	4127.524931	5346.021577	884.9705179	12299.06563	1565.650134	393.4559478	390.6704514	584.9906792	1374.710737	2538.521132	1553.674918	483.5597251	532.9228707	1453.690734	269.9227821	3973.564975	1903.904297	2896.96737	2888.03368	1075.453666	1985.986863	3238.766974	446.3692414	987.464763	933.6585328	467.2078911	711.7160407	661.9240616	1085.289724	1298.932007	1033.116005	1001.879061	2499.563452	1743.108419	483.7725502	811.2964124	1355.058158	625.5188326	1539.631809	4215.78623	806.1726771	1556.504881	1448.010776	922.7801529	1086.227101	1398.331481	399.776321	1200.208001	659.6490109	658.3017646	698.6240891	453.4496211	782.5518379	1191.517138	1358.476385	519.9504044	896.672947	1583.166169	625.2884929	1367.843467	1124.445571
G10	-7.103322907	-23.28476061	-45.30868028	-1.207741285	-3.491990225	-36.56911359	-1.421599451	-2.600534896	-14.56933189	-4.9191251	-13.92872614	-8.841582903	-6.254774868	-9.345792783	-121.3544024	-1.765230898	-127.1767331	-22.44777502	-2.755049175	-8.749336624	-15.80770963	-5.873521383	-3.650754524	-55.86748047	-3.569179972	-3.790789757	-460.9078407	-3.075304968	-7.862173689	-7.708081315	-0.884268509	-4.331649874	-5.075091049	-3.760647648	-5.26459146	-2.897468705	-4.115432938	-6.325217652	-25.71046073	-6.733898475	-7.357391997	-47.02852623	-33.18779573	-23.07105534	-70.93674976	-3.718102353	-6.161939475	-7.130365121	-10.25093729	-5.199933783	-157.0310104	-9.725393951	-11.77205256	-13.60554646	-9.468112381	-19.05710092	-11.78417935	-4.686704352	-169.7597833	-38.07922203	-3.95468061	-13.03361496	-71.91466467	-15.83326121	-23.07711676	-27.86922488	-22.11017171	-65.25955942	-547.4179833	-4.180917448	-19.60056868	-12.63025073	-1.944518037	-3.892905915	-25.13050735	-15.9705373	-20.34685092	-14.43741857	-3.820088861	-25.85287747	-51.6591753	-5.463039063	-8.899775569	-84.49999719	-6.751823426	-5.474902253	-624.9510337	-0.971463144	-8.561691504	-8.321118638	-0.706400266	-3.85711007	-16.03413007	-5.836638333	-7.680169358	-10.82381857	-4.836477982	-10.45262603	-225.5897025	-0.603839498	-8.916883335	-142.7626273	-1.718160851	-8.826197199	-479.4250599	-3.132904591	-4.279332219	-220.9552254	-2.323098126	-3.896338685	-69.74701519	-1.114323123	-3.780609339	-16.20467532	-1.952321361	-5.650162958	-5.197690939	-2.650014008	-24.29183211	-11.76468859	-1.519231631	-10.44639706	-97.2817169	-4.116001359	-9.373058826	-38.91893999
